DATE,UNE,SUBMARCA,CATEGORIA,RATE_CATEGORY_MODA
2020-9-01,COSMETIQUERA,CLOEMOM&BABY,basico,0.1
2020-10-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,moda,0.9
2020-10-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,basico,0.1
2020-10-01,COSMETIQUERA,LUCENTZZA,moda,0.9
2020-10-01,COSMETIQUERA,LUCENTZZA,basico,0.1
2020-10-01,COSMETIQUERA,CLOESPORT,moda,0.9
2020-10-01,COSMETIQUERA,CLOESPORT,basico,0.1
2020-10-01,COSMETIQUERA,CLOEUOMO,moda,0.9
2020-10-01,COSMETIQUERA,CLOEUOMO,basico,0.1
2020-10-01,COSMETIQUERA,CLOELEATHER,moda,0.9
2020-10-01,COSMETIQUERA,CLOELEATHER,basico,0.1
2020-10-01,COSMETIQUERA,CLOEGIRLS,moda,0.9
2020-10-01,COSMETIQUERA,CLOEGIRLS,basico,0.1
2020-10-01,COSMETIQUERA,CLOE,moda,0.9
2020-10-01,COSMETIQUERA,CLOE,basico,0.1
2020-10-01,COSMETIQUERA,CLOEMOM&BABY,moda,0.9
2020-10-01,COSMETIQUERA,CLOEMOM&BABY,basico,0.1
2020-11-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,moda,0.9
2020-11-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,basico,0.1
2020-11-01,COSMETIQUERA,LUCENTZZA,moda,0.9
2020-11-01,COSMETIQUERA,LUCENTZZA,basico,0.1
2020-11-01,COSMETIQUERA,CLOESPORT,moda,0.9
2020-11-01,COSMETIQUERA,CLOESPORT,basico,0.1
2020-11-01,COSMETIQUERA,CLOEUOMO,moda,0.9
2020-11-01,COSMETIQUERA,CLOEUOMO,basico,0.1
2020-11-01,COSMETIQUERA,CLOELEATHER,moda,0.9
2020-11-01,COSMETIQUERA,CLOELEATHER,basico,0.1
2020-11-01,COSMETIQUERA,CLOEGIRLS,moda,0.9
2020-11-01,COSMETIQUERA,CLOEGIRLS,basico,0.1
2020-11-01,COSMETIQUERA,CLOE,moda,0.9
2020-11-01,COSMETIQUERA,CLOE,basico,0.1
2020-11-01,COSMETIQUERA,CLOEMOM&BABY,moda,0.9
2020-11-01,COSMETIQUERA,CLOEMOM&BABY,basico,0.1
2020-12-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,moda,0.9
2020-12-01,COSMETIQUERA,CLOEAGATHARUIZDELAPRADA,basico,0.1
2020-12-01,COSMETIQUERA,LUCENTZZA,moda,0.9
2020-12-01,COSMETIQUERA,LUCENTZZA,basico,0.1
2020-12-01,COSMETIQUERA,CLOESPORT,moda,0.9
2020-12-01,COSMETIQUERA,CLOESPORT,basico,0.1
2020-12-01,COSMETIQUERA,CLOEUOMO,moda,0.9
2020-12-01,COSMETIQUERA,CLOEUOMO,basico,0.1
2020-12-01,COSMETIQUERA,CLOELEATHER,moda,0.9
2020-12-01,COSMETIQUERA,CLOELEATHER,basico,0.1
2020-12-01,COSMETIQUERA,CLOEGIRLS,moda,0.9
2020-12-01,COSMETIQUERA,CLOEGIRLS,basico,0.1
2020-12-01,COSMETIQUERA,CLOE,moda,0.9
2020-12-01,COSMETIQUERA,CLOE,basico,0.1
2020-12-01,COSMETIQUERA,CLOEMOM&BABY,moda,0.9
2020-12-01,COSMETIQUERA,CLOEMOM&BABY,basico,0.1
2020-1-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-1-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-1-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-1-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-1-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-1-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-1-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-1-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-1-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-1-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-1-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-1-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-1-01,EQUIPAJE,CLOE,moda,0.42
2020-1-01,EQUIPAJE,CLOE,basico,0.58
2020-1-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-1-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-2-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-2-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-2-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-2-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-2-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-2-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-2-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-2-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-2-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-2-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-2-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-2-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-2-01,EQUIPAJE,CLOE,moda,0.42
2020-2-01,EQUIPAJE,CLOE,basico,0.58
2020-2-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-2-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-3-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-3-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-3-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-3-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-3-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-3-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-3-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-3-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-3-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-3-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-3-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-3-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-3-01,EQUIPAJE,CLOE,moda,0.42
2020-3-01,EQUIPAJE,CLOE,basico,0.58
2020-3-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-3-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-4-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-4-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-4-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-4-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-4-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-4-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-4-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-4-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-4-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-4-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-4-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-4-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-4-01,EQUIPAJE,CLOE,moda,0.42
2020-4-01,EQUIPAJE,CLOE,basico,0.58
2020-4-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-4-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-5-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-5-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-5-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-5-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-5-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-5-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-5-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-5-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-5-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-5-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-5-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-5-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-5-01,EQUIPAJE,CLOE,moda,0.42
2020-5-01,EQUIPAJE,CLOE,basico,0.58
2020-5-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-5-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-6-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-6-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-6-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-6-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-6-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-6-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-6-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-6-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-6-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-6-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-6-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-6-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-6-01,EQUIPAJE,CLOE,moda,0.42
2020-6-01,EQUIPAJE,CLOE,basico,0.58
2020-6-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-6-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-7-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-7-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-7-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-7-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-7-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-7-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-7-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-7-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-7-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-7-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-7-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-7-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-7-01,EQUIPAJE,CLOE,moda,0.42
2020-7-01,EQUIPAJE,CLOE,basico,0.58
2020-7-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-7-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-8-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-8-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-8-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-8-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-8-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-8-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-8-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-8-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-8-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-8-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-8-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-8-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-8-01,EQUIPAJE,CLOE,moda,0.42
2020-8-01,EQUIPAJE,CLOE,basico,0.58
2020-8-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-8-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-9-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-9-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-9-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-9-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-9-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-9-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-9-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-9-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-9-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-9-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-9-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-9-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-9-01,EQUIPAJE,CLOE,moda,0.42
2020-9-01,EQUIPAJE,CLOE,basico,0.58
2020-9-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-9-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-10-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-10-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-10-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-10-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-10-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-10-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-10-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-10-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-10-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-10-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-10-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-10-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-10-01,EQUIPAJE,CLOE,moda,0.42
2020-10-01,EQUIPAJE,CLOE,basico,0.58
2020-10-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-10-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-11-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-11-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-11-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-11-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-11-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-11-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-11-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-11-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-11-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-11-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-11-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-11-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-11-01,EQUIPAJE,CLOE,moda,0.42
2020-11-01,EQUIPAJE,CLOE,basico,0.58
2020-11-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-11-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-12-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,moda,0.42
2020-12-01,EQUIPAJE,CLOEAGATHARUIZDELAPRADA,basico,0.58
2020-12-01,EQUIPAJE,LUCENTZZA,moda,0.42
2020-12-01,EQUIPAJE,LUCENTZZA,basico,0.58
2020-12-01,EQUIPAJE,CLOESPORT,moda,0.42
2020-12-01,EQUIPAJE,CLOESPORT,basico,0.58
2020-12-01,EQUIPAJE,CLOEUOMO,moda,0.42
2020-12-01,EQUIPAJE,CLOEUOMO,basico,0.58
2020-12-01,EQUIPAJE,CLOELEATHER,moda,0.42
2020-12-01,EQUIPAJE,CLOELEATHER,basico,0.58
2020-12-01,EQUIPAJE,CLOEGIRLS,moda,0.42
2020-12-01,EQUIPAJE,CLOEGIRLS,basico,0.58
2020-12-01,EQUIPAJE,CLOE,moda,0.42
2020-12-01,EQUIPAJE,CLOE,basico,0.58
2020-12-01,EQUIPAJE,CLOEMOM&BABY,moda,0.42
2020-12-01,EQUIPAJE,CLOEMOM&BABY,basico,0.58
2020-1-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-1-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-1-01,CALZADO,LUCENTZZA,moda,0.7
2020-1-01,CALZADO,LUCENTZZA,basico,0.3
2020-1-01,CALZADO,CLOESPORT,moda,0.7
2020-1-01,CALZADO,CLOESPORT,basico,0.3
2020-1-01,CALZADO,CLOEUOMO,moda,0.7
2020-1-01,CALZADO,CLOEUOMO,basico,0.3
2020-1-01,CALZADO,CLOELEATHER,moda,0.7
2020-1-01,CALZADO,CLOELEATHER,basico,0.3
2020-1-01,CALZADO,CLOEGIRLS,moda,0.7
2020-1-01,CALZADO,CLOEGIRLS,basico,0.3
2020-1-01,CALZADO,CLOE,moda,0.7
2020-1-01,CALZADO,CLOE,basico,0.3
2020-1-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-1-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-2-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-2-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-2-01,CALZADO,LUCENTZZA,moda,0.7
2020-2-01,CALZADO,LUCENTZZA,basico,0.3
2020-2-01,CALZADO,CLOESPORT,moda,0.7
2020-2-01,CALZADO,CLOESPORT,basico,0.3
2020-2-01,CALZADO,CLOEUOMO,moda,0.7
2020-2-01,CALZADO,CLOEUOMO,basico,0.3
2020-2-01,CALZADO,CLOELEATHER,moda,0.7
2020-2-01,CALZADO,CLOELEATHER,basico,0.3
2020-2-01,CALZADO,CLOEGIRLS,moda,0.7
2020-2-01,CALZADO,CLOEGIRLS,basico,0.3
2020-2-01,CALZADO,CLOE,moda,0.7
2020-2-01,CALZADO,CLOE,basico,0.3
2020-2-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-2-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-3-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-3-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-3-01,CALZADO,LUCENTZZA,moda,0.7
2020-3-01,CALZADO,LUCENTZZA,basico,0.3
2020-3-01,CALZADO,CLOESPORT,moda,0.7
2020-3-01,CALZADO,CLOESPORT,basico,0.3
2020-3-01,CALZADO,CLOEUOMO,moda,0.7
2020-3-01,CALZADO,CLOEUOMO,basico,0.3
2020-3-01,CALZADO,CLOELEATHER,moda,0.7
2020-3-01,CALZADO,CLOELEATHER,basico,0.3
2020-3-01,CALZADO,CLOEGIRLS,moda,0.7
2020-3-01,CALZADO,CLOEGIRLS,basico,0.3
2020-3-01,CALZADO,CLOE,moda,0.7
2020-3-01,CALZADO,CLOE,basico,0.3
2020-3-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-3-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-4-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-4-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-4-01,CALZADO,LUCENTZZA,moda,0.7
2020-4-01,CALZADO,LUCENTZZA,basico,0.3
2020-4-01,CALZADO,CLOESPORT,moda,0.7
2020-4-01,CALZADO,CLOESPORT,basico,0.3
2020-4-01,CALZADO,CLOEUOMO,moda,0.7
2020-4-01,CALZADO,CLOEUOMO,basico,0.3
2020-4-01,CALZADO,CLOELEATHER,moda,0.7
2020-4-01,CALZADO,CLOELEATHER,basico,0.3
2020-4-01,CALZADO,CLOEGIRLS,moda,0.7
2020-4-01,CALZADO,CLOEGIRLS,basico,0.3
2020-4-01,CALZADO,CLOE,moda,0.7
2020-4-01,CALZADO,CLOE,basico,0.3
2020-4-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-4-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-5-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-5-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-5-01,CALZADO,LUCENTZZA,moda,0.7
2020-5-01,CALZADO,LUCENTZZA,basico,0.3
2020-5-01,CALZADO,CLOESPORT,moda,0.7
2020-5-01,CALZADO,CLOESPORT,basico,0.3
2020-5-01,CALZADO,CLOEUOMO,moda,0.7
2020-5-01,CALZADO,CLOEUOMO,basico,0.3
2020-5-01,CALZADO,CLOELEATHER,moda,0.7
2020-5-01,CALZADO,CLOELEATHER,basico,0.3
2020-5-01,CALZADO,CLOEGIRLS,moda,0.7
2020-5-01,CALZADO,CLOEGIRLS,basico,0.3
2020-5-01,CALZADO,CLOE,moda,0.7
2020-5-01,CALZADO,CLOE,basico,0.3
2020-5-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-5-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-6-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-6-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-6-01,CALZADO,LUCENTZZA,moda,0.7
2020-6-01,CALZADO,LUCENTZZA,basico,0.3
2020-6-01,CALZADO,CLOESPORT,moda,0.7
2020-6-01,CALZADO,CLOESPORT,basico,0.3
2020-6-01,CALZADO,CLOEUOMO,moda,0.7
2020-6-01,CALZADO,CLOEUOMO,basico,0.3
2020-6-01,CALZADO,CLOELEATHER,moda,0.7
2020-6-01,CALZADO,CLOELEATHER,basico,0.3
2020-6-01,CALZADO,CLOEGIRLS,moda,0.7
2020-6-01,CALZADO,CLOEGIRLS,basico,0.3
2020-6-01,CALZADO,CLOE,moda,0.7
2020-6-01,CALZADO,CLOE,basico,0.3
2020-6-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-6-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-7-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-7-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-7-01,CALZADO,LUCENTZZA,moda,0.7
2020-7-01,CALZADO,LUCENTZZA,basico,0.3
2020-7-01,CALZADO,CLOESPORT,moda,0.7
2020-7-01,CALZADO,CLOESPORT,basico,0.3
2020-7-01,CALZADO,CLOEUOMO,moda,0.7
2020-7-01,CALZADO,CLOEUOMO,basico,0.3
2020-7-01,CALZADO,CLOELEATHER,moda,0.7
2020-7-01,CALZADO,CLOELEATHER,basico,0.3
2020-7-01,CALZADO,CLOEGIRLS,moda,0.7
2020-7-01,CALZADO,CLOEGIRLS,basico,0.3
2020-7-01,CALZADO,CLOE,moda,0.7
2020-7-01,CALZADO,CLOE,basico,0.3
2020-7-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-7-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-8-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-8-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-8-01,CALZADO,LUCENTZZA,moda,0.7
2020-8-01,CALZADO,LUCENTZZA,basico,0.3
2020-8-01,CALZADO,CLOESPORT,moda,0.7
2020-8-01,CALZADO,CLOESPORT,basico,0.3
2020-8-01,CALZADO,CLOEUOMO,moda,0.7
2020-8-01,CALZADO,CLOEUOMO,basico,0.3
2020-8-01,CALZADO,CLOELEATHER,moda,0.7
2020-8-01,CALZADO,CLOELEATHER,basico,0.3
2020-8-01,CALZADO,CLOEGIRLS,moda,0.7
2020-8-01,CALZADO,CLOEGIRLS,basico,0.3
2020-8-01,CALZADO,CLOE,moda,0.7
2020-8-01,CALZADO,CLOE,basico,0.3
2020-8-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-8-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-9-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-9-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-9-01,CALZADO,LUCENTZZA,moda,0.7
2020-9-01,CALZADO,LUCENTZZA,basico,0.3
2020-9-01,CALZADO,CLOESPORT,moda,0.7
2020-9-01,CALZADO,CLOESPORT,basico,0.3
2020-9-01,CALZADO,CLOEUOMO,moda,0.7
2020-9-01,CALZADO,CLOEUOMO,basico,0.3
2020-9-01,CALZADO,CLOELEATHER,moda,0.7
2020-9-01,CALZADO,CLOELEATHER,basico,0.3
2020-9-01,CALZADO,CLOEGIRLS,moda,0.7
2020-9-01,CALZADO,CLOEGIRLS,basico,0.3
2020-9-01,CALZADO,CLOE,moda,0.7
2020-9-01,CALZADO,CLOE,basico,0.3
2020-9-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-9-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-10-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-10-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-10-01,CALZADO,LUCENTZZA,moda,0.7
2020-10-01,CALZADO,LUCENTZZA,basico,0.3
2020-10-01,CALZADO,CLOESPORT,moda,0.7
2020-10-01,CALZADO,CLOESPORT,basico,0.3
2020-10-01,CALZADO,CLOEUOMO,moda,0.7
2020-10-01,CALZADO,CLOEUOMO,basico,0.3
2020-10-01,CALZADO,CLOELEATHER,moda,0.7
2020-10-01,CALZADO,CLOELEATHER,basico,0.3
2020-10-01,CALZADO,CLOEGIRLS,moda,0.7
2020-10-01,CALZADO,CLOEGIRLS,basico,0.3
2020-10-01,CALZADO,CLOE,moda,0.7
2020-10-01,CALZADO,CLOE,basico,0.3
2020-10-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-10-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-11-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-11-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-11-01,CALZADO,LUCENTZZA,moda,0.7
2020-11-01,CALZADO,LUCENTZZA,basico,0.3
2020-11-01,CALZADO,CLOESPORT,moda,0.7
2020-11-01,CALZADO,CLOESPORT,basico,0.3
2020-11-01,CALZADO,CLOEUOMO,moda,0.7
2020-11-01,CALZADO,CLOEUOMO,basico,0.3
2020-11-01,CALZADO,CLOELEATHER,moda,0.7
2020-11-01,CALZADO,CLOELEATHER,basico,0.3
2020-11-01,CALZADO,CLOEGIRLS,moda,0.7
2020-11-01,CALZADO,CLOEGIRLS,basico,0.3
2020-11-01,CALZADO,CLOE,moda,0.7
2020-11-01,CALZADO,CLOE,basico,0.3
2020-11-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-11-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-12-01,CALZADO,CLOEAGATHARUIZDELAPRADA,moda,0.7
2020-12-01,CALZADO,CLOEAGATHARUIZDELAPRADA,basico,0.3
2020-12-01,CALZADO,LUCENTZZA,moda,0.7
2020-12-01,CALZADO,LUCENTZZA,basico,0.3
2020-12-01,CALZADO,CLOESPORT,moda,0.7
2020-12-01,CALZADO,CLOESPORT,basico,0.3
2020-12-01,CALZADO,CLOEUOMO,moda,0.7
2020-12-01,CALZADO,CLOEUOMO,basico,0.3
2020-12-01,CALZADO,CLOELEATHER,moda,0.7
2020-12-01,CALZADO,CLOELEATHER,basico,0.3
2020-12-01,CALZADO,CLOEGIRLS,moda,0.7
2020-12-01,CALZADO,CLOEGIRLS,basico,0.3
2020-12-01,CALZADO,CLOE,moda,0.7
2020-12-01,CALZADO,CLOE,basico,0.3
2020-12-01,CALZADO,CLOEMOM&BABY,moda,0.7
2020-12-01,CALZADO,CLOEMOM&BABY,basico,0.3
2020-1-01,BOLSO,CLOEMOM&BABY,moda,0.95
2020-1-01,BOLSO,CLOEMOM&BABY,basico,0.05
